city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId
,,Gibraltar,GBR,56,0,,,,32194,36.13020456,-5.348580121,https://github.com/CSSEGISandData/COVID-19,state,0.509803922,Europe/Gibraltar,188
,,Isle of Man,GBR,32,0,,,,,54.23065827,-4.541391568,https://github.com/CSSEGISandData/COVID-19,state,0.509803922,Europe/Isle_of_Man,189
,,Montserrat,GBR,5,0,,,,,16.75798546,-62.19774556,https://github.com/CSSEGISandData/COVID-19,state,0.509803922,America/Montserrat,190
,,,GBR,17089,1019,,,,64769452,55.19161612,-3.192432722,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Europe/London,191
,,,URY,274,0,,,,3360148,-32.53597035,-55.78074846,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,America/Montevideo,192
,,,UZB,104,2,,,,29748859,41.37379354,64.48963424,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Asia/Samarkand,193
,,,VEN,119,2,,,,31304016,6.444529931,-66.59670549,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,America/Caracas,194
,,,VNM,174,0,,,,96160163,15.94176809,105.7918362,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Asia/Vientiane,195
,,,ZMB,28,0,,,,15972000,-13.12997264,27.82704004,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Africa/Lusaka,196
,,,ZWE,7,1,,,,13805084,-19.00607391,29.12944116,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Africa/Harare,197
,,,DMA,11,0,,,,73897,15.39052969,-61.37279212,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,America/Dominica,198
,,,GRD,7,0,,,,111724,12.15822989,-61.68468177,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,America/Grenada,199
,,,MOZ,8,0,,,,26573706,-18.66045501,35.52850264,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Africa/Maputo,200
,,,SYR,5,0,,,,18028549,34.81154551,39.05741438,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Asia/Damascus,201
,,,TLS,1,0,,,,1291358,-8.898868303,125.6666366,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Asia/Dili,202
,,,BLZ,2,0,,,,360346,17.18921031,-88.66402716,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,America/Belize,203
,,,LAO,8,0,,,,7126706,18.18079061,103.8784445,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Asia/Bangkok,204
,,,LBY,3,0,,,,6653210,26.33867454,17.21871667,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Africa/Tripoli,205
,,,GNB,2,0,,,,1792338,11.82345429,-15.19591789,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Africa/Bissau,206
,,,MLI,18,0,,,,17885245,17.57852763,-4.014246378,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Africa/Bamako,207
,,,KNA,2,0,,,,52715,17.340725,-62.75576738,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,America/St_Kitts,208
,,,XKX,91,1,,,,1895250,42.52182424,20.90180383,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Europe/Belgrade,209
,,,MMR,8,0,,,,55123814,19.28579275,96.67133915,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,Asia/Yangon,210
,,Anguilla,GBR,2,0,,,,,18.22380983,-63.06243674,https://github.com/CSSEGISandData/COVID-19,state,0.509803922,America/Anguilla,211
,,British Virgin Islands,GBR,2,0,,,,,18.42980321,-64.61099112,https://github.com/CSSEGISandData/COVID-19,state,0.509803922,America/Tortola,212
,,Turks and Caicos Islands,GBR,4,0,,,,,21.694,-71.7979,https://github.com/CSSEGISandData/COVID-19,state,0.509803922,,
,,,MS Zaandam,2,0,,,,,0,0,https://github.com/CSSEGISandData/COVID-19,country,0.470588235,,
,,,CHN,81999,3299,,,,1379302771,35.88048676,104.1874178,https://github.com/CSSEGISandData/COVID-19,state,0.470588235,Asia/Shanghai,213
,,New South Wales,AUS,1918,,,,,8089526,-32.82977855,147.3153664,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert/coronavirus-covid-19-current-situation-and-case-numbers,state,0.31372549,Australia/Sydney,214
,,Tasmania,AUS,61,,,,,534281,-41.60023366,146.1613469,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert/coronavirus-covid-19-current-situation-and-case-numbers,state,0.31372549,Australia/Hobart,215
,,,AUS,4093,,,,,23232413,-27.17176686,133.4376479,https://www.health.gov.au/news/health-alerts/novel-coronavirus-2019-ncov-health-alert/coronavirus-covid-19-current-situation-and-case-numbers,state,0.274509804,Australia/Adelaide,216
,Zurich,,CHE,1758,15,0,,1743,,,,https://raw.githubusercontent.com/openZH/covid_19/master/fallzahlen_kanton_total_csv/COVID19_Fallzahlen_Kanton_ZH_total.csv,,0.549019608,,
,,Andalucía,ESP,4682,207,148,,4327,8446561,37.332146,-4.576799,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,217
,,Aragón,ESP,1858,93,8,,1757,1324397,41.384576,-0.701182,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,218
,,Asturias,ESP,1088,41,76,,971,1019993,43.274512,-5.8466625,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,219
,,Baleares,ESP,958,29,82,,847,1198576,39.3679555,2.742513,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,220
,,Canarias,ESP,1125,39,30,,1056,2220270,28.527948,-15.747514,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Etc/GMT+1,221
,,Cantabria,ESP,1023,26,25,,972,581949,43.1358045,-4.001474,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,222
,,Castilla-La Mancha,ESP,5246,539,236,,4471,2038440,39.6740025,-3.1609515,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,223
,,Castilla y León,ESP,5414,380,752,,4282,2402877,41.6609565,-4.426213,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,224
,,Cataluña,ESP,15026,1226,3455,,10345,7609499,41.690684,1.745979,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,225
,,Ceuta,ESP,21,1,0,,20,84434,35.5423385,-4.8578425,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Africa/Casablanca,226
,,C. Valenciana,ESP,4784,267,161,,4356,4998711,39.316719,-0.4188955,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,227
,,Extremadura,ESP,1456,100,51,,1305,1062797,39.213814,-6.096301,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,228
,,Galicia,ESP,3139,60,153,,2926,2698764,42.7999145,-8.016626,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,229
,,Madrid,ESP,22677,3082,7491,,12104,6685471,40.522648,-3.8155935,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,230
,,Melilla,ESP,48,1,0,,47,84286,35.292873,-2.946804,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Africa/Ceuta,231
,,Murcia,ESP,872,20,16,,836,1494442,38.064494,-1.494855,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,232
,,Navarra,ESP,2011,84,125,,1802,652526,42.611912,-1.611632,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,233
,,País Vasco,ESP,5740,265,1503,,3972,2181919,42.96479,-2.5893205,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,234
,,La Rioja,ESP,1629,68,397,,1164,314487,42.2806405,-2.406965,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.588235294,Europe/Madrid,235
,,,ESP,78797,6528,14709,,57560,48958159,35.73847077,-6.849639452,https://github.com/datadista/datasets/tree/master/COVID%2019,state,0.549019608,Etc/GMT,236
,,Île-de-France,FRA,,688,1937,,,12246234,48.67720074,2.501449435,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,237
,,Centre-Val de Loire,FRA,,35,77,,,2582522,47.64413333,1.590863237,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,238
,,Bourgogne-Franche-Comté,FRA,,148,493,,,2813289,47.27832529,4.992494358,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,239
,,Normandie,FRA,,26,95,,,3342467,49.12622563,-0.072299626,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,240
,,Hauts-de-France,FRA,,196,452,,,6023336,49.96316959,2.816881015,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,241
,,Grand Est,FRA,,753,1264,,,5548090,48.79525794,5.809378571,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,242
,,Pays de la Loire,FRA,,42,163,,,3787411,47.41728052,-0.822573384,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,243
,,Bretagne,FRA,,37,145,,,3336643,48.07524064,-3.077445318,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,244
,,Nouvelle-Aquitaine,FRA,,50,211,,,5994336,44.97663511,0.409949107,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,245
,,Occitanie,FRA,,68,301,,,5903190,43.68996137,2.259233881,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,246
,,Auvergne-Rhône-Alpes,FRA,,195,700,,,8037059,45.45979438,4.623589598,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,247
,,Provence-Alpes-Côte d'Azur,FRA,,55,691,,,5065723,44.05444361,5.973609372,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,248
,,Corse,FRA,,19,71,,,337796,42.18694441,9.049664406,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Europe/Paris,249
,,,FRA,37575,2314,6624,,28637,67106161,14.86200078,-2.988270637,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Africa/Bamako,250
,,Guadeloupe,FRA,,1,9,,,390253,16.17646631,-61.40401574,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,America/Guadeloupe,251
,,Martinique,FRA,,1,15,,,376480,14.63642126,-61.01998979,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,America/Martinique,252
,,Guyane,FRA,,0,0,,,290691,3.932661192,-53.11389123,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,America/Cayenne,253
,,La Réunion,FRA,,0,0,,,853659,-21.13067255,55.52688184,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Indian/Reunion,254
,,Mayotte,FRA,,0,0,,,270372,-12.81838778,45.15873284,https://raw.githubusercontent.com/opencovid19-fr/data/master/dist/chiffres-cles.csv,,0.470588235,Indian/Mayotte,255
,,Andhra Pradesh,IND,19,0,0,,19,49577103,16.24939606,80.74862206,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,256
,,Andaman and Nicobar Islands,IND,9,0,0,,9,380520,10.18610261,93.15277067,https://www.mohfw.gov.in/,state,0.470588235,Etc/GMT-6,257
,,Bihar,IND,11,0,1,,10,104099452,25.90844513,85.8102458,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,258
,,Chandigarh,IND,8,0,0,,8,1147494,30.73326651,76.76552656,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,259
,,Chhattisgarh,IND,7,0,0,,7,25545198,20.95815257,82.31128625,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,260
,,Delhi,IND,53,0,2,,51,16787941,28.65734671,77.08721235,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,261
,,Goa,IND,5,0,0,,5,1500000,15.32974,74.00107853,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,262
,,Gujarat,IND,58,0,5,,53,60439692,22.39050371,71.31093489,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,263
,,Haryana,IND,33,0,0,,33,25351462,29.29344483,76.02577844,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,264
,,Himachal Pradesh,IND,3,0,1,,2,6864602,31.8071932,77.29748376,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,265
,,Jammu and Kashmir,IND,31,0,2,,29,12267032,33.89799622,76.63741988,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,266
,,Karnataka,IND,80,0,3,,77,61095297,15.04293224,76.32975935,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,267
,,Kerala,IND,194,0,1,,193,33406061,10.52522955,76.1264366,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,268
,,Ladakh,IND,13,0,0,,13,274000,,,https://www.mohfw.gov.in/,state,0.470588235,,
,,Madhya Pradesh,IND,33,0,2,,31,72626809,23.96293041,78.41705366,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,269
,,Maharashtra,IND,193,0,8,,185,112374333,18.8277529,76.77199039,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,270
,,Manipur,IND,1,0,0,,1,3351200,24.76906278,93.85202844,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,271
,,Mizoram,IND,1,0,0,,1,1668800,23.22433248,92.84258061,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,272
,,Odisha,IND,3,0,0,,3,41974218,20.17684368,84.43570825,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,273
,,Puducherry,IND,1,0,0,,1,1247953,11.45530244,77.53475996,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,274
,,Punjab,IND,38,0,1,,37,27743338,31.0392685,75.37832401,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,275
,,Rajasthan,IND,57,0,0,,57,68548437,26.62006938,73.84407658,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,276
,,Tamil Nadu,IND,50,0,1,,49,72147030,10.77222337,78.29429101,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,277
,,Telengana,IND,69,0,1,,68,35003674,,,https://www.mohfw.gov.in/,state,0.470588235,,
,,Uttarakhand,IND,7,0,0,,7,10086292,30.08547699,79.29054,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,278
,,Uttar Pradesh,IND,75,0,0,,75,199812341,27.15298117,80.83266849,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,279
,,West Bengal,IND,19,0,1,,18,91276115,24.40250834,87.85869958,https://www.mohfw.gov.in/,state,0.470588235,Asia/Kolkata,280
,,,ITA,,,,,,62137802,41.82606171,12.56007714,https://raw.githubusercontent.com/pcm-dpc/COVID-19/master/dati-regioni/dpc-covid19-ita-regioni.csv,state,0.392156863,Europe/Rome,281
,,Москва,RUS,1014,6,28,,980,12692466,55.44724463,37.37360601,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,282
,,Московская область,RUS,112,0,10,,102,7687647,55.59408753,37.69028893,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,283
,,Санкт-Петербург,RUS,42,1,5,,36,5392992,59.93793091,30.0870441,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,284
,,Самарская область,RUS,14,0,1,,13,3179026,53.19935039,50.24352787,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Samara,285
,,Республика Саха (Якутия),RUS,15,0,0,,15,970105,66.10226602,134.1935458,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Vladivostok,286
,,Свердловская область,RUS,24,0,1,,23,4310861,59.0280123,61.70763431,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Yekaterinburg,287
,,Калининградская область,RUS,11,0,1,,10,1012253,54.81279755,21.22119856,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Kaliningrad,288
,,Кировская область,RUS,9,0,2,,7,1262549,58.57951254,50.13164839,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Kirov,289
,,Новосибирская область,RUS,8,0,0,,8,2798251,55.28884653,80.08842451,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Novosibirsk,290
,,Красноярский край,RUS,12,0,3,,9,2867875,66.53512177,95.03223718,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Krasnoyarsk,291
,,Тамбовская область,RUS,3,0,0,,3,1006962,52.71195079,41.59485681,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,292
,,Липецкая область,RUS,9,0,3,,6,1139492,52.73360322,39.21200484,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,293
,,Тверская область,RUS,3,0,2,,1,1260345,57.24892192,34.56159102,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,294
,,Хабаровский край,RUS,7,0,0,,7,1315310,54.60521132,138.8025668,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Etc/GMT-9,295
,,Тюменская область,RUS,4,0,1,,3,1537684,57.5613322,69.99937626,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Yekaterinburg,296
,,Тульская область,RUS,11,0,0,,11,1466025,53.90495291,37.42038293,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,297
,,Пермский край,RUS,11,0,0,,11,2599301,58.89513927,55.62097741,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Yekaterinburg,298
,,Нижегородская область,RUS,11,0,1,,10,3203818,56.27801219,44.77275069,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,299
,,Краснодарский край,RUS,17,0,1,,16,5677786,45.12597221,39.16124006,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,300
,,Воронежская область,RUS,6,0,0,,6,2323657,50.82018036,40.54008915,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,301
,,Кемеровская область,RUS,3,0,2,,1,2657758,54.50048503,86.92687015,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Novokuznetsk,302
,,Республика Хакасия,RUS,2,0,0,,2,534186,53.38097043,89.84276452,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Krasnoyarsk,303
,,Мурманская область,RUS,3,0,0,,3,741511,68.00938548,34.90373905,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,304
,,Республика Коми,RUS,7,0,0,,7,820171,63.83176301,55.82406579,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,305
,,Калужская область,RUS,2,0,0,,2,1000070,54.29542003,35.38014571,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,306
,,Ивановская область,RUS,7,0,0,,7,997196,57.05912731,41.55708133,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,307
,,Забайкальский край,RUS,1,0,1,,0,1059657,53.7678299,114.9359807,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Chita,308
,,Томская область,RUS,3,0,1,,2,1079051,58.36996461,82.23537357,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Asia/Tomsk,309
,,Архангельская область,RUS,3,0,0,,3,1092277,71.25419668,52.40648014,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,310
,,Рязанская область,RUS,3,0,0,,3,1108924,54.34107616,40.68721195,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,311
,,Чувашская Республика,RUS,1,0,0,,1,1217820,55.48089031,47.166248,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,312
,,Ульяновская область,RUS,1,0,0,,1,1229687,53.72679841,48.02387007,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Ulyanovsk,313
,,Ярославская область,RUS,3,0,0,,3,1253189,57.74603628,39.2568083,https://yandex.ru/maps/api/covid?csrfToken=,state,0.490196078,Europe/Moscow,314
